DBLP.xml, Factory::create, 00:04:38.956_770
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_131
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_142
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_141
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_142
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_142
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_143
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_142
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_142
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_142
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_129
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_130
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_130
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_130
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_133
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_130
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_129
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_129
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_136
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_131
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_129
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_129
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_129
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_130
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_120
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_120
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_120
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_120
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_120
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_140
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_140
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_139
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_140
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_141
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_129
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_176
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_175
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_130
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_131
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_133
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_129
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_129
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_129
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_129
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_128
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_127
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_126
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMicroTree, 00:00:00.000_125
